accepted_step,time_s,dt_s,maximum_velocity_m_per_s,axis,face,x,y,z,manifold_max,manifold_p95,manifold_p50,tail_cells,tail_drained_m3,device_ms,wall_ms,owner_identity,owner_commits,owner_projections,owner_r0_iterations,owner_r1_iterations,owner_r2_iterations,owner_actual_working_set_bytes,owner_certified_working_set_bytes,owner_projection_device_ms,owner_nonprojection_device_ms,intermediate_seal_format,intermediate_digest_version,payload_digest_format,payload_digest_version,qualified_kernel_set_sha256,input_payload_root_sha256,publication_payload_root_sha256,publication_payload_bytes
1311,2.1261333448346704,0.0016462659696117043,7.8170309066772461,2,102429,33,35,21,0.0092297792434692383,1.7285346984863281e-06,0,0,0,19421.775500290096,21626.679583000001,1148353513713647735,144,30,5,5,6,3017179136,5584011264,286.86245856806636,19134.913041722029,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,43dd0a6106f086fad05074f8055de7340f14dc13b41f77a328115f8103b0e902,76ebdb57256bbab59bac59d1aad19f854b67a4b62df5d4447221dcadac77aa3a,93556764
1312,2.1277796108042821,0.0016462659696117043,7.7379064559936523,2,102429,33,35,21,0.0087500810623168945,1.7285346984863281e-06,0,0,0,18199.451250256971,20332.247415999998,11793459609379487463,138,29,5,5,5,3016900608,5584011264,277.7863338124007,17921.66491644457,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,3a27bb897a9f75478ceb34ac220de49c97dd3d6584fd5b0b73cb0a9a8126f01e,c8e5555bbab2aafdbcc032e33d8e8b4805406879036390e8de9b8d937019205b,93556764
1313,2.1294258767738938,0.0016462659696117043,7.4942388534545898,2,102429,33,35,21,0.0088592767715454102,1.7285346984863281e-06,0,0,0,18883.030998054892,20972.593832999999,12145749360282221011,144,30,5,5,6,3017048064,5584011264,281.11758222803473,18601.913415826857,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,1475ffdf1ffe84f5c07a8ff7c4e5bcec70c347f557a3f7e873c125781e59b1c8,735fede35710282c311aff44fba169ac3292a7f446b42e48faabefd525babe8c,93556764
1314,2.1310721427435055,0.0016462659696117043,7.5960288047790527,2,107190,33,35,22,0.0090286731719970703,1.7285346984863281e-06,0,0,0,17856.82841623202,19861.718459,6386750467687336211,138,29,5,5,5,3016900608,5584011264,269.39362566918135,17587.434790562838,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,c9ff78d90ed2070fbc66f1157f30df738d05828a328eea2bd672793ee5f078fe,21071a6979e08e9f702ec6d9d4f62c08d673a5e46ce9076f2204c80ea5c92380,93556764
1315,2.1327184087131172,0.0016462659696117043,8.0827503204345703,2,107190,33,35,22,0.0076853036880493164,1.7285346984863281e-06,0,0,0,18492.73758335039,20584.347833,4930955299306525873,144,30,5,5,6,3017097216,5584011264,282.50737604685128,18210.230207303539,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,c743f132012d449156d5d7a6ed74769a66114261a892f763376f7e6f61451330,871d03a3b9d8be210048969e4f894e810335827a91e597052a1067402e8ec15b,93556764
1316,2.1343646746827289,0.0016462659696117043,8.345576286315918,2,107190,33,35,22,0.007488250732421875,1.6689300537109375e-06,0,0,0,18695.672664791346,20785.3995,5896712712070820735,144,30,5,5,6,3017048064,5584011264,283.60045817680657,18412.072206614539,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,9df64d698866201e748a5c29fad08577dae33237a1b940363eaee60354b25232,6c75fde6d1e21418d0b95618e314ae4a98985707ca7449e5a43136f5e2d941d6,93556764
1317,2.1360109406523407,0.0016462659696117043,8.3647251129150391,2,107190,33,35,22,0.0073707103729248047,1.6689300537109375e-06,0,0,0,17889.052709797397,19890.562582999999,14708200229066774623,138,29,5,5,5,3016900608,5584011264,272.16225094161928,17616.890458855778,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,bb763f3343e57f52603a7adcc2c36b37e1be7a165707777aa19c4fcef66e059f,dcd737c6b89e8f4121bcf90d6974934e18d10c57bf3ec52026e855ba57b3af5d,93556764
1318,2.1376572066219524,0.0016462659696117043,8.1447563171386719,2,107190,33,35,22,0.0072293281555175781,1.7285346984863281e-06,0,0,0,18638.411748921499,20667.864916999999,11924435244745493151,138,29,5,5,5,3016900608,5584011264,281.84333327226341,18356.568415649235,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,94ef597f0fd4c1a9b917536bb67ac6cd0843aace180b52c5a7da36afedb7c183,235d6506b93ac8e9bab00a515ffd9ddac9b8534b613560f355d179119db371f1,93556764
1319,2.1393034725915641,0.0016462659696117043,7.7107071876525879,2,107190,33,35,22,0.0070396661758422852,1.7285346984863281e-06,0,0,0,19484.76112424396,21599.176125000002,8222854792987774491,144,30,5,5,6,3017048064,5584011264,303.70016675442457,19181.060957489535,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,338287d8b8a6b5041e8716747600f377066f1c53f8e3230b78dde0a020f6b41c,58128ab793a360c026d2b446fff8d886639700e8995042a7c1126cd3c89a2244,93556764
1320,2.1409497385611758,0.0016462659696117043,8.3070840835571289,2,111951,33,35,23,0.0072602033615112305,1.7285346984863281e-06,0,0,0,21287.222041282803,23588.357166999998,10523315816547988709,156,32,5,5,8,3017392128,5584011264,323.97108385339379,20963.250957429409,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,f2e1c54a265bc5be76c1cf5d51318d7d8c034df529f826e8150a02e20784f675,d1b98c39aeb980462d75a9fa78187620a57516cc2f700bc67d37470279779422,93556764
1321,2.1425960045307875,0.0016462659696117043,8.7569179534912109,2,111951,33,35,23,0.0076174736022949219,1.7285346984863281e-06,0,0,0,17786.114455666393,19734.578541999999,11957674800560687841,132,28,3,5,6,3016851456,5584011264,284.71962455660105,17501.394831109792,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,c4b8d22022e64d49d9a56ee151fad089fbf7211c73a8a30c45175f0fdea27647,13e1c20d307638832d740f533c2aca3b679f6d44a1cbd99178e7b58830893f02,93556764
1322,2.1442422705003992,0.0016462659696117043,8.9109029769897461,2,111951,33,35,23,0.0078990459442138672,1.7881393432617188e-06,0,0,0,19788.82450144738,21903.831915999999,14282145518367453903,144,30,5,5,6,3017048064,5584011264,299.35412458144128,19489.470376865938,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,35d34b276a61b125d6aaef902f8bfab5b442910919c438156b367c18813dde68,3a63d9a584c7c02c168b1185c4949dd7498a4d3bcca4bf36ef149ce4f7ec66fe,93556764
1323,2.1458885364700109,0.0016462659696117043,8.7610139846801758,2,111951,33,35,23,0.0078542232513427734,1.7285346984863281e-06,0,0,0,20714.287749258801,22922.405624999999,17272199892444782775,150,31,5,5,7,3017326592,5584011264,309.56812598742545,20404.719623271376,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,1f46e05eb1fd5e7c095e6c0c2bfd59ca7255a800c62345aebd53f777d224d14c,bb69b6bd2340e9bfc21644e07260d2dc43689ec9b4ccc5a50cb1c50f824a9a23,93556764
1324,2.1475348024396226,0.0016462659696117043,8.3380289077758789,2,111951,33,35,23,0.008038640022277832,1.7285346984863281e-06,0,0,0,20647.149499272928,22853.011416000001,4078974470041967849,150,31,5,5,7,3017195520,5584011264,307.97412502579391,20339.175374247134,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,4a80c1a39e630aee061a9c5a8a44f4ba7430f5f5fe881f9482c10e956ef78660,cbea844b2dbf8c3af116ccedb5c6467e09ed08627f8b6651b9f9be83b7c5edca,93556764
1325,2.1491810684092343,0.0016462659696117043,7.9924788475036621,2,116712,33,35,24,0.0081106424331665039,1.7285346984863281e-06,0,0,0,19768.205208703876,21883.544542,1771591764140510831,144,30,5,5,6,3017048064,5584011264,299.04166585765779,19469.163542846218,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,2620192b951e38c40ebe4237e0c5b0d5879510a3263f6a940980e2185f166e88,54602a8a5848bf1253fd78fd3d8d7dd0194afb058f123788f787766179d05383,93556764
1326,2.150827334378846,0.0016462659696117043,8.4328365325927734,2,116712,33,35,24,0.008271336555480957,1.7285346984863281e-06,0,0,0,22905.834039207548,25367.221417000001,17280336334183069349,168,34,5,9,6,3017490432,5584011264,329.07391572371125,22576.760123483837,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,fd3b01a6d3c589f8bebee57bb2005dd085b4428de56b50e3a17dcbc6c051fe78,7411f6c79aded311dcdff282d5c9e98927badd14742dc7f69ec7613d4cc11057,93556764
1327,2.1524736003484577,0.0016462659696117043,8.5664339065551758,2,116712,33,35,24,0.0088851451873779297,1.7285346984863281e-06,0,0,0,20101.24700027518,22278.673332999999,12254211344460664189,150,31,5,5,7,3017195520,5584011264,290.30416626483202,19810.942834010348,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,32dcc8e36a8f3b2679c7bf003426bbddef686bbdf073c29f59f6a89019871c1d,0c7669bfdaccf9fe3ba39a95d15970d08b34f532ba4a518b48393b0c44acf261,93556764
1328,2.1541198663180694,0.0016462659696117043,8.4560699462890625,2,145139,32,33,30,0.0086292028427124023,1.7881393432617188e-06,0,0,0,19495.836585061625,21671.618833,6368867903204392629,150,31,5,5,7,3017195520,5584011264,291.13708389922976,19204.699501162395,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,d036b38be9f3a099b0d5c603ffe97ab1352f48df3790813ef35b9746657fa5cc,3d6d3ea9c9c5218dc154f67a66dd59d875df2ae8c514323aff499f8d156cdf31,93556764
1329,2.1557661322876811,0.0016462659696117043,8.4308099746704102,2,145139,32,33,30,0.0089339017868041992,1.7881393432617188e-06,0,0,0,23297.398336464539,25818.02275,15263907851793699093,174,35,7,5,9,3017687040,5584011264,326.09591679647565,22971.302419668064,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,35d8c64311d7ec1b0d1542dc91d62407c0dcb46d3c82a997e04d9e5bddb37053,2b1d1fc7ec012d55d9288cc594d5cdf8940260856a7d640f8bb214452717fe43,93556764
1330,2.1574123982572928,0.0016462659696117043,8.3354358673095703,2,121473,33,35,25,0.0096426010131835938,1.7881393432617188e-06,0,0,0,19676.876084413379,21854.69125,8133749444189665389,150,31,5,5,7,3017195520,5584011264,288.93208340741694,19387.944001005962,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,714237c97ad64fa952361ef8931d341fb3fdc092ec37abc6b9a4dc2b8fcc0e73,90a664c1feb18481964851fe0f5243e0bd749411c0a633c5a060f09daa7f9fb9,93556764
1331,2.1590586642269045,0.0016462659696117043,8.4899682998657227,2,121473,33,35,25,0.01004183292388916,1.7881393432617188e-06,0,0,0,18048.662625951692,20051.200292000001,4025739955167702393,138,29,5,5,5,3016900608,5584011264,273.70858401991427,17774.954041931778,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,b6e1b0a50777a960f3a463a881162fde471a4bfe0e522575851292efa5e84030,23583248cd9a90f3422ec83eed4378ce4fbfa82ff94fe0e247348fd1e94e868d,93556764
1332,2.1607049301965162,0.0016462659696117043,8.6068458557128906,2,135759,36,35,28,0.010208845138549805,1.7881393432617188e-06,0,0,0,21085.897290147841,23370.479416999999,7424100624314732789,156,32,7,5,6,3017244672,5584011264,313.22729145176709,20772.669998696074,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,0be74aae80d71acac1cbcb1cca0e20fb2d4895228649ee340e2de39a33371760,0475122553b7ef248f3384a0c7292e01c5840568fd874b857fa6039ad912966b,93556764
1333,2.1623511961661279,0.0016462659696117043,8.7763051986694336,2,135759,36,35,28,0.010230541229248047,1.7881393432617188e-06,0,0,0,20678.207292687148,22897.653999999999,17860436211474921043,150,31,5,5,7,3017195520,5584011264,310.72787707671523,20367.479415610433,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,5360f1bab73849fed345586967889e46f63a43d4b01c53f369cbe3a836f9b129,6cfde4831cb5f69d535ceadc64bddcb926cfd9f0165f0d106cc18833e07e553e,93556764
1334,2.1639974621357396,0.0016462659696117043,9.0245141983032227,2,126234,33,35,26,0.011149168014526367,1.7881393432617188e-06,0,0,0,20782.533122692257,23015.389833000001,10554874369007074567,150,31,7,5,5,3017228288,5584011264,318.02062480710447,20464.512497885153,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,3a88a1a1b5ec3f25c9e6b3207d0d751f56e69b3d301c431b36f193c999f14b7b,9e1ac042ff2be5cf56d8b5c75d8ec9c91f9f7e00f4f32631996e00b01f1dccea,93556764
1335,2.1656437281053513,0.0016462659696117043,9.1455545425415039,2,126234,33,35,26,0.010627031326293945,1.7881393432617188e-06,0,0,0,19613.692540675402,21733.469083,8462095923077809163,144,30,5,5,6,3017097216,5584011264,300.32437574118376,19313.368164934218,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,c4f0f3a95f06f4b99231e46257bc2c1e03be7cde04cebbdacdfee3de6026dfa2,2147bb3e348c7c61f274e0f32004b1881e5bf4580cbc17a78f277a8043f284ae,93556764
1336,2.167289994074963,0.0016462659696117043,8.9047412872314453,2,126234,33,35,26,0.0098459720611572266,1.7881393432617188e-06,0,0,0,19886.717542074621,22007.663082999999,3870403547839596491,144,30,5,5,6,3017048064,5584011264,296.67441779747605,19590.043124277145,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,48f75376b4b7912e32a21ffee7262ae26c4d6b00985928661bb8589d26279023,2fa1cfb57bb0124db8e2794747b734c0aad240a798c41f347a7bf8c519f1a2f1,93556764
1337,2.1689362600445747,0.0016462659696117043,8.7096281051635742,2,130995,33,35,27,0.0094290971755981445,1.7881393432617188e-06,0,0,0,21449.839498614892,23738.146916999998,6853477092038195863,156,32,7,5,6,3017293824,5584011264,323.78254155628383,21126.056957058609,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,acf6a93f6d0058a50f6445b9f2746752bb774088a27bc42533a151fe24ca39f2,b0425bf117deffd017e50f60701863a42822996d12e76db24fab1fedc0ad1909,93556764
1338,2.1705825260141864,0.0016462659696117043,9.2388324737548828,2,130995,33,35,27,0.0095680952072143555,1.7881393432617188e-06,0,0,0,19943.790749413893,22069.750208000001,16816301963254520493,144,30,5,7,4,3016998912,5584011264,298.32466691732407,19645.466082496569,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,1c19c1f16d921fcf9df5056d054b3ce54f4c48dd41fa79af5341d875a5f48638,8d9d825956a2cc98b6edc29c2ce587c063323625cd9e484094d3f20dbe5066b4,93556764
1339,2.1722287919837981,0.0016462659696117043,9.3882951736450195,2,130995,33,35,27,0.0096734762191772461,1.7881393432617188e-06,0,0,0,19838.392958743498,21952.807417,16440170920883753275,144,30,5,5,6,3017048064,5584011264,300.46229157596827,19537.930667167529,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,5565f278526f7686fd8262c9cc137e25938db097894ed5484d31c9ff48f9283e,2298e3401557b0e371b03447ec3a97277c27e15f2061766f55a0908d56360830,93556764
1340,2.1738581141689792,0.0016293221851810813,9.1399965286254883,2,130995,33,35,27,0.0096528530120849609,1.7285346984863281e-06,0,0,0,20672.995957313105,22878.181333,13409557693480005105,150,31,5,7,5,3017097216,5584011264,310.50133262760937,20362.494624685496,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,a11ef7394c27a5dfc387747d2ff7172832c735ddabd290cb9d87ac2a9b13c704,ce068a0b9b393bae9200957f61ed85cfac316e0eaee18917b46830100b18874f,93556764
1341,2.1755043801385909,0.0016462659696117043,8.7648897171020508,2,135756,33,35,28,0.0097614526748657227,1.7881393432617188e-06,0,0,0,20666.880418546498,22877.51525,16199621869131299681,150,31,5,5,7,3017195520,5584011264,313.39675048366189,20353.483668062836,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,634224a10c659b99b1b9c6b8c0394d9521429f4bd25ca3443c69f086e473beb6,a2e3ca922a14119a895c5024fba7adaea9bfbb74dda5cc4f99136810df4a0ecb,93556764
1342,2.1771506461082026,0.0016462659696117043,9.26708984375,2,135756,33,35,28,0.01010429859161377,1.7881393432617188e-06,0,0,0,22026.527331676334,24315.248167000002,12371334029026000913,156,32,5,7,6,3017293824,5584011264,319.46462439373136,21707.062707282603,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,18efaa0bbacb50e65cb2f1eb9833f7e52c2e7670d01e33eb6bbf10179b9c9b44,f4d97c7bc3b126887f04e3c427b1a438ea4ec2a7a0bf2d0b5199cd487f7296e0,93556764
1343,2.1787969120778143,0.0016462659696117043,9.3974685668945312,2,135756,33,35,28,0.01045536994934082,1.7881393432617188e-06,0,0,0,19146.190748782828,21185.010792000001,17942592798619154955,138,29,5,5,5,3016900608,5584011264,294.48674968443811,18851.70399909839,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,36c5a15cf5d153f0ad2ec9dacdfae16662514fb4e6e2610f856e5a29918bbc60,5fb43e23a9c3876d6e9d7d7738c3a7c7a735c5df9db03e8ce988094f54790c3b,93556764
1344,2.1804246437968686,0.0016277317190542817,9.1508588790893555,2,135756,33,35,28,0.010671734809875488,1.7881393432617188e-06,0,0,0,24473.80687459372,27029.374542000001,5459431937351509007,174,35,7,5,9,3017687040,5584011264,354.18145847506821,24119.625416118652,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,8483f62e52675a5280a682abefc40e57dc9bdc7444e5cbe2052f0a7797b724ed,9091811cf9038042149df825d21d7eefdb51fe8710eaefebffc4d8bbfbd882cd,93556764
1345,2.1820709097664803,0.0016462659696117043,8.5785245895385742,2,135756,33,35,28,0.011488437652587891,1.7881393432617188e-06,0,0,0,17069.497916381806,18922.004375,7185513853807828201,126,27,5,3,5,3016704000,5584011264,278.31475040875375,16791.183165973052,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,72a3fa1a1e60d49687c778e642f7d31604cc398a537f3480d5dc502ecd822f4f,0c280e07d8fe7bac3ea9440b0a4a768bdcfdf9be35b1e0c89b2a8c2dee4fe619,93556764
1346,2.183717175736092,0.0016462659696117043,8.8011817932128906,2,140517,33,35,29,0.01154482364654541,1.7881393432617188e-06,0,0,0,18945.553709054366,20981.088167000002,8858350824023643105,138,29,5,5,5,3017031680,5584011264,292.29504219256341,18653.258666861802,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,79889046d66049864cb044d2b347500c72d837f95ef71dc3746763767bcecd31,6df2f2fd2daa30111def353d54a4386a6f4c17bffa5877eedab4d34d50e7c063,93556764
