accepted_step,time_s,dt_s,maximum_velocity_m_per_s,axis,face,x,y,z,manifold_max,manifold_p95,manifold_p50,tail_cells,tail_drained_m3,device_ms,wall_ms,owner_identity,owner_commits,owner_projections,owner_r0_iterations,owner_r1_iterations,owner_r2_iterations,owner_actual_working_set_bytes,owner_certified_working_set_bytes,owner_projection_device_ms,owner_nonprojection_device_ms,intermediate_seal_format,intermediate_digest_version,payload_digest_format,payload_digest_version,qualified_kernel_set_sha256,input_payload_root_sha256,publication_payload_root_sha256,publication_payload_bytes
11,0.018108925665728748,0.0016462659696117043,0.19748370349407196,2,2659,37,38,0,0.00033777952194213867,5.9604644775390625e-08,0,0,0,2738.6004165746272,4027.2727920000002,17628703485867059791,74,13,2,2,3,3016015872,5584011264,119.36287535354495,2619.2375412210822,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,e8faa8eb801ffdb7a8c1d4fa128aee50af5326a6e7a66ea1c71566ac77bce7d2,7f8072acfdb4ee1b86f2ffe7bb1f6206227644d8d7e912919a2788764d580d80,93556764
12,0.019755191635340452,0.0016462659696117043,0.19756114482879639,2,2659,37,38,0,0.00037038326263427734,5.9604644775390625e-08,0,0,0,2731.4663324505091,4024.8910000000001,5519699300492869005,74,13,2,2,3,3016015872,5584011264,118.94716671667993,2612.5191657338291,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,c0c36d5dc65382f50317a35e61905d470e60e1e39fd33e07919527774863ecf9,2e09a6cbc7170a73cf8978efa8c37b5887ff480c7e2981d43519991db0a44226,93556764
13,0.021401457604952157,0.0016462659696117043,0.19735218584537506,2,2659,37,38,0,0.0004031062126159668,5.9604644775390625e-08,0,0,0,2743.2682912331074,4063.1282500000002,422400416321721413,74,13,2,2,3,3016015872,5584011264,118.74874983914196,2624.5195413939655,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,1babe7f61722e3832329b47053beeef14beecb6cc2d315f071ba37d61407c002,4cb84adcee850900ed0250d562718432b8f677271a9d18c148d5b826c6844af8,93556764
14,0.023047723574563861,0.0016462659696117043,0.19690728187561035,2,2659,37,38,0,0.00043570995330810547,5.9604644775390625e-08,0,0,0,2742.6042929291725,4025.6754999999998,4384414221118219351,74,13,2,2,3,3016015872,5584011264,119.73995808511972,2622.8643348440528,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,93596251ba1e8344ae720d801e171994a11ca3a6641b02cecdce00eee180db26,cb91668e302e996b2e1bca5d1c7703de0e6d93f0d5ccc585d7904217c41d2560,93556764
15,0.024693989544175565,0.0016462659696117043,0.19626599550247192,2,2659,37,38,0,0.00046831369400024414,5.9604644775390625e-08,0,0,0,2737.2530417051166,4020.9406669999998,13771224922859119025,74,13,2,2,3,3016015872,5584011264,123.22591640986502,2614.0271252952516,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,977f15308c904df3984a7a140cc1cef1fc2f76933619fd15a993a7764040304f,ba34c5bc9ae10659cff0eed2b118e85f46c99f5c90d8ad48b9248c17b01b4a5d,93556764
16,0.02634025551378727,0.0016462659696117043,0.19546021521091461,2,2659,37,38,0,0.00050091743469238281,5.9604644775390625e-08,0,0,0,2728.2786669675261,4010.6422080000002,17106210580447417735,74,13,2,2,3,3016015872,5584011264,118.18662518635392,2610.0920417811722,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,23cc1bf2e2ebc9f22c39555f9a6a53df73286b53e2ebc468150d1143e414115f,090ba9d1c76979054038aa2f1c9471bd42863fea2b4c8838c6c0acc68b414d90,93556764
17,0.027986521483398974,0.0016462659696117043,0.19451293349266052,2,2659,37,38,0,0.00053334236145019531,5.9604644775390625e-08,0,0,0,2731.2121670693159,4014.2770829999999,1633048078127297943,74,13,2,2,3,3016146944,5584011264,117.13829240761697,2614.0738746616989,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,9b20fc9a42717d645ba0b8836eece66354fe0ab686704556f62683a1fd5eb59c,ebc5c643d1b2cadbb508138c809da2dda4a9f9747fe11b86bc52c34916f28350,93556764
18,0.029632787453010678,0.0016462659696117043,0.19344562292098999,2,2659,37,38,0,0.00056844949722290039,5.9604644775390625e-08,0,0,0,2737.2491650748998,4021.6054170000002,292485147280459329,74,13,2,2,3,3016015872,5584011264,118.03970788605511,2619.2094571888447,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,81f6175da0bf77f9dc861ea089230e9ee922719be9996182a24ddfef9d0583ee,6497968d94e48c85419d1b9cb6e6f253736f11c768bbd94a476278f938c528d0,93556764
19,0.031279053422622383,0.0016462659696117043,0.19227264821529388,2,2659,37,38,0,0.00060510635375976562,5.9604644775390625e-08,0,0,0,2743.1253346148878,4026.9870000000001,6544450472049824323,74,13,2,2,3,3016015872,5584011264,119.81479148380458,2623.3105431310833,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,ebc5ef4d0715fd1fe17a94f29711d731bd32fea7d3b5ca319341688447a37dd4,cc2669b365719fdd7c502b123b55068cf0b349f329c51f05f3b3320af0de1313,93556764
20,0.032925319392234087,0.0016462659696117043,0.19100779294967651,2,2659,37,38,0,0.00064235925674438477,5.9604644775390625e-08,0,0,0,2743.4992503840476,4035.5445420000001,9172073983067719809,74,13,2,2,3,3016015872,5584011264,117.52487532794476,2625.9743750561029,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,aca68a041330853de90ca9c7cbe1245d2aeb33913548b915d54d107be642bdcb,00e95514db7dd78cb60b660e696011cd9ae08e28f6fae1480a8d193675bcb752,93556764
21,0.034571585361845791,0.0016462659696117043,0.18966178596019745,2,2659,37,38,0,0.00068008899688720703,5.9604644775390625e-08,0,0,0,2751.1030421592295,4033.8931670000002,9697422363027502889,74,13,2,2,3,3016015872,5584011264,120.31212518922985,2630.7909169699997,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,6cd78d34696e1e1dc18f572fb2a5ce82827613e98c17f85937a8ccf0dd856284,3c5f7e0dcda92a13a44284c6f711ec9c258adfac27146723c290dff1d1d72bdd,93556764
22,0.036217851331457496,0.0016462659696117043,0.18824183940887451,2,2659,37,38,0,0.0007184147834777832,5.9604644775390625e-08,0,0,0,2731.9479172583669,4017.9808750000002,12077248866249757185,74,13,2,2,3,3016015872,5584011264,118.95087501034141,2612.9970422480255,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,d59ffdef87e114d0fd337e80ef4838604ae706fdd1578363538f45da91e150f2,2f396d46647c0a5a460fb75d879c4f8d3c832396d1bee67fc91d51b9d53e835d,93556764
23,0.0378641173010692,0.0016462659696117043,0.18675491213798523,2,2659,37,38,0,0.00075733661651611328,5.9604644775390625e-08,0,0,0,2731.0247502755374,4023.5442079999998,1445465857888279977,74,13,2,2,3,3016015872,5584011264,119.85212517902255,2611.1726250965148,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,973e52f320e21e9ced01d5ef74243c081d4531ea38c743fcbf80bb78b418d0e6,12834e7d10c8edd743d7ca7f4e9bd79dd4672a559c1c5aa8d51b4460335a82d8,93556764
24,0.039510383270680904,0.0016462659696117043,0.18520702421665192,2,2659,37,38,0,0.00079697370529174805,5.9604644775390625e-08,0,0,0,2762.9603743553162,4048.3110419999998,10835635526091133325,74,13,2,2,3,3016015872,5584011264,124.29650011472404,2638.6638742405921,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,25ad2d97a47a1fceff7941a0eb57bd2e886e71ab49ce021dd0dd75033faa82fd,b8d69cc1eceb06d93f9aeea5947546d19795b0f9cb40ad1b7cdab1d3e7f8577a,93556764
25,0.041156649240292609,0.0016462659696117043,0.18360202014446259,2,2659,37,38,0,0.00083726644515991211,5.9604644775390625e-08,0,0,0,2734.7295409999788,4066.3617089999998,8857970334303715923,74,13,2,2,3,3016015872,5584011264,117.42037441581488,2617.3091665841639,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,510393fe8f1e2c61d57717241746b6256992c21b43403359929ff8f69db4f64e,8cab1b57174fb8e6a660cd5ad05d9571a0631a3480084b2749aef30d7ced91b6,93556764
26,0.042802915209904313,0.0016462659696117043,0.18194150924682617,2,2659,37,38,0,0.00087833404541015625,5.9604644775390625e-08,0,0,0,2739.6648754365742,4034.3784999999998,6639051979395290013,74,13,2,2,3,3016015872,5584011264,119.47212461382151,2620.1927508227527,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,362dbe88eb2196295489025551ff0f8030115491f60b3803782f30c50ba60583,2acdcfc0d311556184a5a20f1b8ddb27e5c63a3968b2d932ddb107519886bdee,93556764
27,0.044449181179516017,0.0016462659696117043,0.18023167550563812,2,2659,37,38,0,0.00092017650604248047,5.9604644775390625e-08,0,0,0,2739.4986245781183,4040.542833,9905568765974997567,74,13,2,2,3,3016015872,5584011264,118.90741693787277,2620.5912076402456,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,249db714e84d7ad3e602c855db139e95a6f3069ff72a94f62e14b8fd3b94a5d0,ac7e29a920d36bc8ee71edc313f6a8ad0de9f17e24d5e1d01aea24485d5c4687,93556764
28,0.046095447149127722,0.0016462659696117043,0.17847231030464172,2,2659,37,38,0,0.00089776515960693359,5.9604644775390625e-08,0,0,0,2743.1473738979548,4056.8818329999999,14095737265754700197,74,13,2,2,3,3016015872,5584011264,119.16395765729249,2623.9834162406623,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,39106526a2a2bf8f51c53e5c2a57b09f95205c11695dc48101fd0a1f37224214,680d3646449e25621da8f2344cf2f784a025296c5f38a932567ed97e12f26763,93556764
29,0.047741713118739426,0.0016462659696117043,0.17666482925415039,2,2659,37,38,0,0.00090795755386352539,5.9604644775390625e-08,0,0,0,2746.8473312910646,4050.9230830000001,3133943060071079983,74,13,2,2,3,3016015872,5584011264,117.57966573350132,2629.2676655575633,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,942fb4cea62ee1fb4f233fee3208dcf809d3c3e3bf27d81550df86ca9c9c6ca3,7c177402947dad46f99d88cf2ca98b6faf5c24d814b711ab1eeb8e473eb8aab9,93556764
30,0.04938797908835113,0.0016462659696117043,0.17481236159801483,2,2659,37,38,0,0.00089997053146362305,5.9604644775390625e-08,0,0,0,2748.479290632531,4045.5459580000002,7777742658816440877,74,13,2,2,3,3016015872,5584011264,119.50795794837177,2628.9713326841593,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,dcc3b61b6186cb29668539792bbfd1935486384bd38bfd2967da7fefe4674ea5,eca385bba3c364f888ceca740a1e9f8df81c428f510eb13aef0552bf927dac98,93556764
31,0.051034245057962835,0.0016462659696117043,0.17291352152824402,2,2659,37,38,0,0.00094145536422729492,5.9604644775390625e-08,0,0,0,2754.9862484447658,4039.8828749999998,8112077021946088583,74,13,2,2,3,3016015872,5584011264,118.37366595864296,2636.6125824861228,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,a20fb0ecb29a2be5cbac6376becbdf3b0b6af09f05e2056b16de7c8a67f3bee5,68e1cda7c31dc86edad4be2746176c3320fa1c6327f2675cf8a035af24e81fa4,93556764
32,0.052680511027574539,0.0016462659696117043,0.17097154259681702,2,2659,37,38,0,0.00067555904388427734,5.9604644775390625e-08,0,0,0,2730.1943744532764,4033.7033750000001,14531468401586893241,74,13,2,2,3,3016015872,5584011264,117.21245781518519,2612.9819166380912,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,956c4f6b3e0fa075b62951f13e11cfc24b9dc6cfb98fdaca1a6a432cf9f39d2f,cd6dc740331dac96caacd32f688b905885a6f9742e416fe4e078ef5b221f5c78,93556764
33,0.054326776997186244,0.0016462659696117043,0.16898517310619354,2,2659,37,38,0,0.00069755315780639648,5.9604644775390625e-08,0,0,0,2726.1898736469448,4009.539084,15386729647878374527,74,13,2,2,3,3016015872,5584011264,117.76133324019611,2608.4285404067487,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,5c25247a772f6e4f7a2197f5aa97e5df6039d052161d90928220a0d0d3a29e0f,d6b6d1eb0a6a424012e1a9300dd5e01dc5bf424c2770deaa881d2a832ae41dc5,93556764
34,0.055973042966797948,0.0016462659696117043,0.16695626080036163,2,2659,37,38,0,0.00071978569030761719,5.9604644775390625e-08,0,0,0,2727.6929160580039,4017.8054590000002,10287350860092156893,74,13,2,2,3,3016015872,5584011264,116.65008356794715,2611.0428324900568,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,b4d251cec4bd2639fa306e71ca0011efe6f9e7e8037249c773e74d7af6bb3f94,68fb9ad965e13baba5a73063bc58ca468ca24ca1c9be39916597db990d53c85d,93556764
35,0.057619308936409652,0.0016462659696117043,0.16488371789455414,2,2659,37,38,0,0.00074815750122070312,5.9604644775390625e-08,0,0,0,2744.9450809508562,4030.3711250000001,8329669712572794535,74,13,2,2,3,3016015872,5584011264,118.51737461984158,2626.4277063310146,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,d7377ecf4deab25270674e4413ae64811aab8cfa7d49d1a9b02f5d7fe3b511cf,f81a1b2aece0a1ffb9fb02e54d1376412002f919b4bcff129858f06a6824733d,93556764
36,0.059265574906021357,0.0016462659696117043,0.16276903450489044,2,2659,37,38,0,0.00078874826431274414,5.9604644775390625e-08,0,0,0,2730.9081670828164,4015.917833,9736723867768889431,74,13,2,2,3,3016015872,5584011264,117.00562457554042,2613.9025425072759,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,d704c3fef5c0dbeaf4ef167c425cf115a9cdb461098c9d0257dbbc123fbbeb27,7cf4903183a2adec97d34805cffe1dc5bb268440efdee7919f9c815930234b03,93556764
37,0.060911840875633061,0.0016462659696117043,0.16061154007911682,2,2659,37,38,0,0.00083076953887939453,5.9604644775390625e-08,0,0,0,2729.932333342731,4013.6951250000002,868580133147771637,74,13,2,2,3,3016146944,5584011264,117.94129176996648,2611.9910415727645,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,355c1765e7bf230fca68755ae37f837b847634c90bd0d241aa4587fda5b47ace,6b08ed188e0dcb226610c6d147dd98bffd181f8aebea16c7d338c58353ba15a5,93556764
38,0.062558106845244765,0.0016462659696117043,0.1584106981754303,2,2659,37,38,0,0.00087416172027587891,5.9604644775390625e-08,0,0,0,2736.6787060163915,4036.9902080000002,13611327747451291433,74,13,2,2,3,3016015872,5584011264,119.45741577073932,2617.2212902456522,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,1632e9243ec754e2ca69ae6be0934e9d12f72730ed96cff8617f259f6a223e89,d815bb8f8093c6604309711ad2c6da8723ba9a47c2ab4b67670ed79e3a1e112d,93556764
39,0.06420437281485647,0.0016462659696117043,0.15616780519485474,2,2659,37,38,0,0.00091898441314697266,5.9604644775390625e-08,0,0,0,2746.4729158673435,4042.8256660000002,2821794132417357167,74,13,2,2,3,3016015872,5584011264,118.67587547749281,2627.7970403898507,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,65a190a0a1f4a400a72376523d3d7d83c14e408b473cfacf936cd90d3611fe11,e7c056635a05e131d0f2845c6bc9bad3da68c6d50fb72b85b9b6eed6f20ea45f,93556764
40,0.065850638784468174,0.0016462659696117043,0.15388128161430359,2,2659,37,38,0,0.00087738037109375,5.9604644775390625e-08,0,0,0,2742.9601678159088,4035.6787089999998,5388741136212898021,74,13,2,2,3,3016015872,5584011264,119.45895850658417,2623.5012093093246,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,fa11572bfbbc99ad0be3c26db0aac67b2663ea4088d757cedec6b127ff67647c,8258244a147c8e0fcdaff65db0c342593d7fb82f2c8c897f6d9c4fa2c362598e,93556764
41,0.067496904754079878,0.0016462659696117043,0.15155290067195892,2,2659,37,38,0,0.0009225010871887207,5.9604644775390625e-08,0,0,0,2737.1012503281236,4023.1360410000002,8573555394130328829,74,13,2,2,3,3016015872,5584011264,118.20658389478922,2618.8946664333344,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,9c13f946d4bdfa4661adced236656523ab990ff0dbc06855aace1e5174df1878,e38d7f09b4bc0aca1cf5bab7711a15beb10f0d6f69a116325208782202a95448,93556764
42,0.069143170723691583,0.0016462659696117043,0.14917980134487152,2,2659,37,38,0,0.00090324878692626953,5.9604644775390625e-08,0,0,0,2735.4459587950259,4021.9295419999999,4970730836579075023,74,13,2,2,3,3016015872,5584011264,118.45891713164747,2616.9870416633785,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,9855218b5fce1f037b060a2a9fcd08569b030945c406cf4240735f4daf83b6c4,a274e3fa3d0e2ad43fee75edd59ded0100c7731ef53af8c949c1451513d07689,93556764
43,0.070789436693303287,0.0016462659696117043,0.1467633843421936,2,2659,37,38,0,0.00092035531997680664,5.9604644775390625e-08,0,0,0,2754.0265016723424,4039.8781669999998,14764894645042161865,74,13,2,2,3,3016015872,5584011264,120.46695873141289,2633.5595429409295,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,47849f349bf28ebb6712eacb393a85de13ce0779b2a3f2a77db60def7db7552d,51844188a135d6bee856cf80a2f021ff58d90af8b76e6921ba44a1d97d1863e6,93556764
44,0.072435702662914991,0.0016462659696117043,0.14430356025695801,2,2659,37,38,0,0.00092893838882446289,5.9604644775390625e-08,0,0,0,2747.2014161758125,4074.3266250000001,10325325088782879729,74,13,2,2,3,3016015872,5584011264,119.66129252687097,2627.5401236489415,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,8cb6a19dfbb68034312f3f2ed61773a99fb8764a3dd0bfec6580f2028e87f4d8,cb574c4a7de66cf2b5312f2d7f0683c8ba24c10863bda350fc34d4981b3f861c,93556764
45,0.074081968632526696,0.0016462659696117043,0.14180015027523041,2,2659,37,38,0,0.00082337856292724609,5.9604644775390625e-08,0,0,0,2748.0192084331065,4044.3102079999999,6917521936681882217,74,13,2,2,3,3016015872,5584011264,119.29116607643664,2628.7280423566699,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,ce9cefc7414259c0aa04644ab59642e6fd8599d7fc6f2a6733df6bfa3fa7c715,e8c665e7fc73dd3ddf12dad87fa871cb6f487350590a6bd4a55cd037cc47e3ce,93556764
